Unnamed: 0,datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude ,color
61735,7/4/2001 00:00,kennewick,wa,us,light,60,~ 1 minute,Silent&#44 orange ball of light seen crossing the night sky in Kennewick&#44 WA.,8/5/2001,46.2113889,-119.1361111,orange
61736,7/4/2001 02:10,odense (denmark),,,circle,20,20 seconds,1 object spotted&#44 bright-bluish white round object that fades and varies in speed.,8/5/2001,55.403756,10.40237,white
61738,7/4/2001 13:00,slickville,pa,us,circle,300,about 5 minutes,It was a small pearl white object&#44 appeared to be circuler in shape and about the size of the jets rudder.,7/26/2002,40.4597222,-79.5233333,white
61763,7/4/2002 22:45,hillsboro,or,us,fireball,0.5,1/2 second,A bright flash of white light shot across the sky in an instant with no sound,7/26/2002,45.5230556,-122.9886111,white
61771,7/4/2003 11:00,san diego,ca,us,disk,900,15 minutes,3 of us saw a copper disk w/ a black solid circle slowly moving in a small clockwise circle tipping on edge showing the top &amp; bottom.,8/28/2003,32.7152778,-117.1563889,black
61774,7/4/2003 16:00,butler,pa,us,circle,120,2 minutes,Circular white object moving from north to south silently&#44 at a high rate of speed.,7/16/2003,40.8611111,-79.8955556,white
61785,7/4/2003 23:59,ottawa (canada),on,ca,light,10,10 seconds,Same as my last report in June. Bluish white light&#44 shoots straigt up turns red-orange then gone. I checked with NASA thinking it may b,7/16/2003,45.416667,-75.7,white
61793,7/4/2004 19:11,north richland hills,tx,us,light,300,5 minutes,My fiance and her mother and I saw a white light or ball decending in the western sky over the Watauga Kelle area.,7/8/2004,32.8341667,-97.2286111,white
61795,7/4/2004 20:00,winter springs,fl,us,other,1800,30min,strange orange golden sky  with double rainbow with horizontal lightning for at least 30 mins.,11/8/2005,28.6986111,-81.3083333,orange
61797,7/4/2004 20:30,el cajon,ca,us,circle,2700,45 minutes,4th of July&#44 2004&#44 2 giant red lite oval/circle shaped objects over El Cajon&#44 CA&#44 for apx. 1 hour.,1/19/2005,32.7947222,-116.9616667,red
61802,7/4/2004 21:00,la mesa,ca,us,light,600,5 to 10 minutes,2 steady red lights observe fireworks on the 4th of July over LaMesa/El Cajone area San Diego County Calif.,7/25/2004,32.7677778,-117.0222222,red
61803,7/4/2004 21:00,san diego,ca,us,light,1500,20-25 minutes,Two vertical star-like red flickering lights in the northeastern sky,7/8/2004,32.7152778,-117.1563889,red
61804,7/4/2004 21:01,spring valley,ca,us,light,1110,18.5 minutes,2 pulsing red lights in sky on a slow trajectory,7/8/2004,32.7447222,-116.9980556,red
61806,7/4/2004 21:15,el cajon,ca,us,light,1500,20-25 minutes,July 4th fireworks display takes a back seat to piercing red lights in the San Diego sky...,7/25/2004,32.7947222,-116.9616667,red
61807,7/4/2004 21:15,el cajon,ca,us,light,900,15 minutes,Witnessed two blinking red lights above El CAjon.  The lights would blink on and off and also moving in same direction and suddenly wen,7/8/2004,32.7947222,-116.9616667,red
61808,7/4/2004 21:15,san diego,ca,us,circle,900,15 minutes,Blinking red lights in San Diego,7/8/2004,32.7152778,-117.1563889,red
61809,7/4/2004 21:30,kingman,az,us,formation,4,4 secs,String red lights &#44 moving rapdly upw and away; turned off&#44 didn&#39t fade away. More notic. than fireworks nearby.,7/8/2004,35.1894444,-114.0522222,red
61811,7/4/2004 22:00,brookings,or,us,circle,600,10 minutes,during fireworks observed round bright&#44 white light circling at high alltitude&#44 no running lights,7/8/2004,42.0527778,-124.2827778,white
61827,7/4/2005 18:00,pismo beach,ca,us,other,1200,20 minutes,Irregular black dot sighted above July 4 celebration at Pismo Beach.,7/13/2005,35.1427778,-120.6402778,black
61837,7/4/2005 21:00,san diego,ca,us,triangle,180,3 minutes,Bright triangle with orange lights spotted above Mission Bay San Diego,7/5/2005,32.7152778,-117.1563889,orange
61838,7/4/2005 21:03,santee,ca,us,light,840,14 minutes,One red light over El Cajon during the 9pm fireworks displays.,7/5/2005,32.8383333,-116.9730556,red
61839,7/4/2005 21:15,scottsdale,az,us,flash,900,15 minutes,Three  bright blue lights&#44 fading to lighter blue&#44 turning red when changing direction&#44 flashing white when accelerating.,7/5/2005,33.5091667,-111.8983333,blue
61848,7/4/2005 23:45,lakewood,ca,us,circle,300,5 min.,round shaped&#44 orange colored&#44 hovered in one spot&#44Then slightly moved and slightly vanished. Then hours later saw exact object again.,7/5/2005,33.8536111,-118.1330556,orange
61849,7/4/2005 23:58,granite falls,wa,us,sphere,60,60 seconds,On 07-04-05 at about midnight&#44 we saw a bright white sphere of light in clear skies.,7/13/2005,48.0841667,-121.9675,white
61851,7/4/2006 02:37,osteen,fl,us,sphere,600,at least 10 minutes,Round black object hovering in and out of clouds during and after space shuttle launch.,7/16/2006,28.8458333,-81.1627778,black
61863,7/4/2006 21:15,el cajon,ca,us,unknown,90,1-1.5 minuts,we were watching the fire works from my house&#44 which on a decent sized hill&#44 they are at about eye level when at a red object/dot was n,7/16/2006,32.7947222,-116.9616667,red
61874,7/4/2007 01:00,myrtle beach,sc,us,circle,10800,3 hours,Bright circle moving at a slow pace 20 minutes apart with an orange blinking light a few feet below it.,8/7/2007,33.6888889,-78.8869444,orange
61875,7/4/2007 02:00,lake arrowhead,ca,us,fireball,600,10 minutes,Felt vibration through the house and saw green ball of light flying at high rate speed.,8/7/2007,34.2483333,-117.1883333,green
61888,7/4/2007 21:00,spring valley,ca,us,fireball,300,5 minutes,mysterious stationary red light stationary in Southeast&#44 that slowly started to move&#44 gradually gaining speed then disapering,8/7/2007,32.7447222,-116.9980556,red
61889,7/4/2007 21:00,throop,pa,us,sphere,120,couple minutes,Stange orange glowing object flying across the sky slowly that looked like the moon.,8/7/2007,41.4513889,-75.6122222,orange
61890,7/4/2007 21:02,la mesa,ca,us,unknown,300,5 minutes,Single small bright red stationary object in southern sky,8/7/2007,32.7677778,-117.0222222,red
61895,7/4/2007 22:05,bristol,ct,us,oval,300,5 minutes,Fast moving oval object very bright orange hovered then flew off,8/7/2007,41.6716667,-72.9497222,orange
61896,7/4/2007 22:15,loveland,co,us,other,1800,30 minutes,Crescent shaped bright object with green and red edges seen through telescope.,10/8/2007,40.3977778,-105.0744444,green
61899,7/4/2007 22:21,riverside,ca,us,fireball,600,ten minutes,An orange fireball like light moved right to left&#44 than stopped and hovered.,8/7/2007,33.9533333,-117.3952778,orange
61902,7/4/2007 23:00,toppenish,wa,us,rectangle,5,5 seconds,Driving S on very dark hwy 97 noticed a bright green rect. Obj. falling slowly straight down to my W ((NUFORC Note:  Many reports.  PD),3/4/2008,46.3775000,-120.3075,green
61908,7/4/2008 00:05,shirebrook (uk/england),,gb,circle,10,10 seconds,4 dark disc shaped objects with green lights round the edge,7/5/2008,53.2,-1.216667,green
61911,7/4/2008 03:00,san antonio,tx,us,light,2700,45 min,red and green flashing object hovering.,7/5/2008,29.4238889,-98.4933333,red
61913,7/4/2008 05:30,butler,mo,us,light,180,2-3 minutes,((HOAX??))  Me and another person seen a white shaped ball of light traveling through the sky.,7/5/2008,38.2538000,-94.3356,white
61915,7/4/2008 10:30,athens,ga,us,light,60,1 minute,Red orb drops white orbs at night,7/5/2008,33.9608333,-83.3780556,white
61924,7/4/2008 21:15,barrington,il,us,sphere,1800,30 minutes,orange spheres vivble at dusk,8/12/2008,42.1538889,-88.1361111,orange
61929,7/4/2008 21:30,hampton beach,nh,us,,1800,30 minutes,3 red lights hovered in the air in a triangular shape.,1/10/2009,42.9072222,-70.8125,red
61930,7/4/2008 21:30,hustonville,ky,us,fireball,600,10 minutes,red fire ball over Hustonville Kentucky  7/4/08,7/5/2008,37.4730556,-84.8158333,red
61931,7/4/2008 21:30,kentwood,mi,us,sphere,30,25-30 secs,Bright orange sphere hovering above 4th of July celebration in Kentwood&#44 MI,8/12/2008,42.8694444,-85.6447222,orange
61933,7/4/2008 21:30,mackey,in,us,fireball,90,1.5 minutes,Glowing orange craft seen over Macky Indiana.  7-4-08.,7/5/2008,38.2522222,-87.3916667,orange
61936,7/4/2008 21:45,lowell,ma,us,oval,900,15 minutes,Multiple orange globes traveled slowly across skyline then dissapeared,8/12/2008,42.6333333,-71.3166667,orange
61941,7/4/2008 22:00,pittsburgh,pa,us,sphere,240,2-4 minutes,orange glowing sphere in sky hovering,8/12/2008,40.4405556,-79.9961111,orange
61946,7/4/2008 22:15,port jefferson,ny,us,sphere,900,15 minutes or so total,Glowing orange objects&#44 which you could see were round disk/sphere in shape when glow dimmed completely.,7/5/2008,40.9463889,-73.0697222,orange
61951,7/4/2008 22:30,stanwood,wa,us,circle,180,2-3 minutes,5 bright &#44 red pulsing orbs flew over head,7/5/2008,48.2413889,-122.3694444,red
61961,7/4/2008 23:00,lackawanna county,pa,,triangle,1800,30 minutes,3 orange lights vivid but vauge hovering over whole valley of Lackawanna county&#44PA,7/5/2008,41.44212,-75.574247,orange
61965,7/4/2008 23:25,lee&#39s summit,mo,,circle,30,30 seconds,Two about 30 secounds apart orange to red in color with a perfect round glow around them. First one past the night hourzon in about 45,7/5/2008,38.910841,-94.382172,orange
61966,7/4/2008 23:30,prairieville,la,us,light,1200,20 minutes,Bright orange object flying in sky on July 4&#44 2008 just south of Baton Rouge.,8/12/2008,30.3027778,-90.9719444,orange
61969,7/4/2008 23:35,hawthorn woods,il,us,fireball,300,5 minutes,Glowing orange craft seen over Hawthorn Woods&#44 IL on 07-04-08 at 23:35,8/12/2008,42.2169444,-88.0494444,orange
61972,7/4/2009 00:45,everett,wa,us,sphere,120,2 minutes,Blood red firey UFO moving easterly past the moon vanishing with a red streak.,8/5/2009,47.9791667,-122.2008333,red
61973,7/4/2009 02:00,lynnwood,wa,us,changing,6300,1.75hrs,Lynnwood wa. @ 10-20miles away hovering moving L-R flashing red&#44blue &amp; white lights &amp; more. ((NUFORC Note:  Star?  PD)),8/5/2009,47.8211111,-122.3138889,white
61979,7/4/2009 20:00,calumet city,il,us,sphere,10,10 sec,red sphere in southren sky at twilight moving north in the eastern sky - chicago area,8/5/2009,41.6155556,-87.5294444,red
61982,7/4/2009 20:35,el cajon,ca,us,light,960,16 minutes,Four red lights travelling east out of San Diego south of El Cajon.,8/5/2009,32.7947222,-116.9616667,red
61984,7/4/2009 20:49,el cajon,ca,us,light,1500,25 min,three red lights in triangle formation,8/5/2009,32.7947222,-116.9616667,red
61986,7/4/2009 20:55,el cajon,ca,us,light,600,10 minutes,Four  red lights in sky over Dehesa Valley&#44 near El Cajon&#44 in San Diego,8/5/2009,32.7947222,-116.9616667,red
61987,7/4/2009 20:55,el cajon,ca,us,other,2700,45 minutes,4 red lights during fireworks,8/5/2009,32.7947222,-116.9616667,red
61988,7/4/2009 21:00,el cajon,ca,us,other,2700,half and hour,four red lights in formation on july forth,8/5/2009,32.7947222,-116.9616667,red
61992,7/4/2009 21:15,shelby,nc,us,light,180,3 minutes,It was not fully dark yet. Saw these 9 red lights moving very very slowly they were  moving as if they were hooked together.The had the,8/5/2009,35.2922222,-81.5358333,red
61993,7/4/2009 21:15,st. louis,mo,us,rectangle,120,2 min,Two square/rectangular red crafts spotted above St. Louis on July 4th.,8/5/2009,38.6272222,-90.1977778,red
61994,7/4/2009 21:30,dearborn heights,mi,us,unknown,30,30 seconds,Bright orange lights on craft over Dearborn Hts. MI,8/5/2009,42.3369444,-83.2733333,orange
61995,7/4/2009 21:30,snohomish,wa,us,light,120,2 minute,Bright orange light hovered right over our house with no noise.,8/5/2009,47.9130556,-122.0969444,orange
61998,7/4/2009 21:36,surprise,az,us,flash,300,5 min,Flashes of white light in the night sky.,8/5/2009,33.6305556,-112.3325,white
61999,7/4/2009 21:38,goodyear,az,us,unknown,120,2 mins,Witnessed a large white light that blinked on and off with 20 - 30 seconds puases&#44 five total blinks,8/5/2009,33.4352778,-112.3575,white
62000,7/4/2009 21:45,charlotte,nc,us,light,120,2 minutes,2 red glowing lights in the distant sky moved left to right matching speed slowly until disappearing after 2 minutes.,8/5/2009,35.2269444,-80.8433333,red
62002,7/4/2009 21:49,plummer,id,us,rectangle,105,1 minute 45 seconds,Bright orange object over Northern Idaho.,8/5/2009,47.3352778,-116.8875,orange
62004,7/4/2009 22:00,apopka,fl,us,oval,300,5 minutes,Bright orange oval like object . Unexplained movement pattern.  Disappeared like the space shuttle.,8/5/2009,28.6802778,-81.5097222,orange
62007,7/4/2009 22:00,auburn,wa,us,disk,210,3.5 minutes,7 year old describes red ufo at 4th of July gathering,8/5/2009,47.3075000,-122.2272222,red
62009,7/4/2009 22:00,auburn,wa,us,oval,240,3-4 minutes,red oval ufo over Auburn Washington that was not conventinal aircraft,8/5/2009,47.3075000,-122.2272222,red
62014,7/4/2009 22:00,killeen,tx,us,oval,300,about 5 minutes,Slow blinking white light on July 4th.,8/5/2009,31.1169444,-97.7275,white
62017,7/4/2009 22:00,west haven,ct,,sphere,300,5 mins,between 6-8 bright orange balls flying in formation&#44 same flight path approx same altitude headed to Long Island,8/5/2009,40.376177,-104.721973,orange
62021,7/4/2009 22:10,east haven,ct,us,circle,300,5 minutes,i was sitting on my side porch with my husband and was watching the fireworks in my neighborhood and he spotted an orange glowing ball,8/5/2009,41.2761111,-72.8688889,orange
62028,7/4/2009 22:24,macomb,mi,us,light,259,4 min 19 secs,Red Glow of Constant Color on Bottom of flat black angular UFO Just Under Clowds Passing Just under the Moon 07/04/2009,8/5/2009,42.7008333,-82.9591667,black
62029,7/4/2009 22:30,chicago,il,us,circle,600,10 minutes,3  red lights seen over Chicago,8/5/2009,41.8500000,-87.65,red
62035,7/4/2009 22:30,plainwell,mi,us,light,60,1 minute,At about 10:30PM in Plainwell&#44 MI near a small airfield a large group of friends witnessed a large circular orange light.,8/5/2009,42.4400000,-85.6488889,orange
62039,7/4/2009 22:38,chester,wv,us,light,420,7 minutes,Observed steady&#44 stationary red light in the sky for several minutes; pulsed &amp; disappeared in 3-4 seconds,8/5/2009,40.6130556,-80.5630556,red
62040,7/4/2009 22:39,chester,wv,us,light,420,7 minutes,Large&#44 steady red light. Observed 6 minutes minimal motion&#44 accelerated and disappeared in 10 seconds.,8/5/2009,40.6130556,-80.5630556,red
62042,7/4/2009 23:00,everett,wa,us,unknown,600,10 minutes,3 orange globes on 4th of July being chased by an airplane?,8/5/2009,47.9791667,-122.2008333,orange
62044,7/4/2009 23:00,lemon grove,ca,us,circle,1200,20 min,Four red lights in formation on july forth,2/14/2010,32.7425000,-117.0305556,red
62045,7/4/2009 23:00,patchogue,ny,us,light,1200,20 min,4th of July sighting of 6 stange  pairs of moving red lights in sky,8/5/2009,40.7655556,-73.0155556,red
62046,7/4/2009 23:00,seattle,wa,us,oval,180,3 minutes,3 bright orange oval objects floating slowly overhead then slowly disappearing one by one,8/5/2009,47.6063889,-122.3308333,orange
62051,7/4/2009 23:35,houston,tx,us,other,180,3 minutes,A matte black aircraft with a large red light on the back hovers for 5 minutes then flys away at insane speed into space.,8/5/2009,29.7630556,-95.3630556,black
62052,7/4/2009 23:59,chisago city,mn,us,triangle,900,15 mins,perfect triangle of moving orange lights in Minnesota,8/5/2009,45.3736111,-92.8897222,orange
62053,7/4/2009 23:59,decatur,in,us,fireball,180,3 min,Yellowish-orange Light moved several different directions&#44 turned red and in a flash was gone.,8/5/2009,40.8305556,-84.9291667,red
62055,7/4/2010 00:00,hazelwood (st. louis),mo,us,light,45,45 sec,Brilliant red ball descends on top of  group and flys away on the edge of  Missouri River Valley,7/28/2010,38.7713889,-90.3708333,red
62057,7/4/2010 00:30,deer park,il,us,fireball,60,60 seconds,2 yellow orange fireballs headed NNW&#44 disappearing into the overcast,7/10/2010,42.1608333,-88.0813889,yellow
62063,7/4/2010 10:00,sharps chapel,tn,us,fireball,3600,1 hour,I along with others saw four red fireball looking things&#44one closely.they were indescrible&#33,12/12/2011,36.3436111,-83.8041667,red
62067,7/4/2010 19:00,russellville,ar,us,light,780,13 mins,bright orange glow that moved across the tree line for 10 minutes,1/5/2011,35.2783333,-93.1336111,orange
62069,7/4/2010 20:00,fenton,mo,us,light,900,15 minutes,Multiple orange lights/orbs in sky.,7/6/2010,38.5130556,-90.4358333,orange
62070,7/4/2010 20:00,irvine,ca,us,unknown,1245,20:45,two small red lights going across the skay and never faiding.,3/10/2011,33.6694444,-117.8222222,red
